month,date,vol,vol_unadj,age_group
174,2014-07,2058944637.7491,1741683584,Age 45-64
174,2014-07,3652348757.49247,3514568832,Age 30-44
174,2014-07,4623634193.82763,3902655964,Younger than 30
175,2014-08,115977511.886249,279201704,Age 65 and older
175,2014-08,2225903312.73584,6064387684,Age 45-64
175,2014-08,3861979251.09302,7143037028,Age 30-44
175,2014-08,4872982378.93139,17062270544,Younger than 30
176,2014-09,128755779.575787,237001728,Age 65 and older
176,2014-09,2173747708.59265,4636708680,Age 45-64
176,2014-09,3961015671.98299,6636858912,Age 30-44
176,2014-09,4801048474.28789,11149819252,Younger than 30
177,2014-10,117114696.555052,96173472,Age 65 and older
177,2014-10,2082455169.57369,2018774076,Age 45-64
177,2014-10,4020026752.39957,4137619936,Age 30-44
177,2014-10,4740952903.7925,4383000153,Younger than 30
178,2014-11,115862694.448474,79199984,Age 65 and older
178,2014-11,2213130998.97962,1351537544,Age 45-64
178,2014-11,4029771837.4943,2761177240,Age 30-44
178,2014-11,5069787948.57384,2732161072,Younger than 30
179,2014-12,133446776.674789,83714808,Age 65 and older
179,2014-12,2849060859.31936,1752144648,Age 45-64
179,2014-12,4943491834.16325,3507128124,Age 30-44
179,2014-12,5577712650.92449,3311448504,Younger than 30
180,2015-01,149105003.641776,147620928,Age 65 and older
180,2015-01,2410781789.58172,1970584656,Age 45-64
180,2015-01,4208982742.76859,3912147496,Age 30-44
180,2015-01,4857345857.46231,3500977176,Younger than 30
181,2015-02,145232808.838293,92967536,Age 65 and older
181,2015-02,2474194932.9845,1545787344,Age 45-64
181,2015-02,4215334259.07641,3299401200,Age 30-44
181,2015-02,4943791323.38403,2348289936,Younger than 30
182,2015-03,2570952180.08817,1645967544,Age 45-64
182,2015-03,4341206524.31608,3686350056,Age 30-44
182,2015-03,4903711339.19537,1953433896,Younger than 30
182,2015-03,83149675.1834582,64787784,Age 65 and older
183,2015-04,155281785.787718,114445088,Age 65 and older
183,2015-04,2418142051.83015,1494116672,Age 45-64
183,2015-04,4336831533.93168,3356506312,Age 30-44
183,2015-04,4842536012.88323,1864202328,Younger than 30
184,2015-05,2382756287.19681,1622731632,Age 45-64
184,2015-05,3928405038.02311,3352428112,Age 30-44
184,2015-05,4799869504.97604,2709763528,Younger than 30
184,2015-05,77327033.2543602,57743128,Age 65 and older
185,2015-06,103280627.239628,74883312,Age 65 and older
185,2015-06,2341918799.00553,1700806008,Age 45-64
185,2015-06,4112029405.43492,3790374876,Age 30-44
185,2015-06,4782567282.39678,3052783152,Younger than 30
186,2015-07,122869730.391166,133820784,Age 65 and older
186,2015-07,2517995944.40653,2124031360,Age 45-64
186,2015-07,4019619896.23391,3840940336,Age 30-44
186,2015-07,4820324225.45417,4169787944,Younger than 30
187,2015-08,141490199.161195,328730256,Age 65 and older
187,2015-08,2382452563.75584,6376783832,Age 45-64
187,2015-08,3784813334.64205,6880381248,Age 30-44
187,2015-08,4574758123.38153,16050085708,Younger than 30
188,2015-09,155628091.572449,273239256,Age 65 and older
188,2015-09,2518932351.95624,5209763184,Age 45-64
188,2015-09,3914361619.80571,6439976016,Age 30-44
188,2015-09,4722499931.32055,11071536192,Younger than 30
189,2015-10,153585588.422557,127243960,Age 65 and older
